tm,weekday,total,hot_milmyeon,milmyeon_with_mandu,milmyeon_only,delivery,side_menu,drinks_alcohol,product_sales,kalguksu,takeaway,avgTa,avgWs,maxTa,minTa,avgRhm,avgTs,sumGsr,sumSsHr,avgTca,sumRn,avgPa,month,diurnal_range,rain_bool,feel_temp,MainMenu,SubMenu,NumOfRows,Order
2020-01-02,목,120500,0,120500,0,0,0,0,0,0,0,4.1,2.8,9.6,0.5,53.1,2.9,11.17,9.1,0.4,0.0,1018.8,1,9.1,0,3.65,120500,0,1,1
2020-01-03,금,111000,0,111000,0,0,0,0,0,0,0,5.9,3.0,11.6,2.3,43.0,3.2,12.09,9.2,0.1,0.0,1015.5,1,9.3,0,4.81,111000,0,2,2
2020-01-04,토,194000,0,176000,0,0,0,0,0,18000,0,5.5,2.9,9.7,2.0,34.8,3.3,10.85,8.4,2.5,0.0,1015.3,1,7.699999999999999,0,4.57,194000,0,3,3
2020-01-05,일,425000,0,322000,0,0,0,0,0,103000,0,7.4,1.3,13.5,2.6,51.1,3.6,11.9,9.2,1.0,0.9,1020.6,1,10.9,1,6.57,425000,0,4,4
2020-01-07,화,111000,0,20000,0,0,0,0,0,91000,0,14.4,6.1,17.7,9.0,96.6,12.1,0.7,0.0,10.0,26.3,1003.8,1,8.7,1,10.59,111000,0,5,5
2020-01-08,수,254500,0,208500,0,0,0,0,0,46000,0,8.8,6.4,15.0,4.9,63.5,8.9,12.12,9.0,4.1,0.0,1003.8,1,10.1,0,6.88,254500,0,6,6
2020-01-09,목,153000,0,118000,0,0,0,0,0,35000,0,5.3,2.6,9.8,2.3,48.0,5.1,10.61,7.6,4.5,0.0,1012.2,1,7.500000000000001,0,4.51,153000,0,7,7
2020-01-10,금,67000,0,44000,0,0,0,0,0,23000,0,5.9,1.8,12.3,0.9,40.5,3.7,11.99,9.2,1.6,0.0,1012.8,1,11.4,0,5.24,67000,0,8,8
2020-01-11,토,258000,0,182000,0,0,0,0,0,76000,0,5.9,3.3,10.5,1.9,39.5,4.2,12.5,9.1,3.6,0.0,1008.7,1,8.6,0,4.76,258000,0,9,9
2020-01-12,일,315500,0,244500,0,0,0,0,0,71000,0,4.6,4.4,8.8,2.0,45.4,4.2,12.84,9.0,2.9,0.0,1006.6,1,6.800000000000001,0,3.79,315500,0,10,10
2020-01-14,화,176000,0,116000,0,0,0,0,0,60000,0,2.1,2.4,5.5,-0.3,39.8,2.6,5.87,1.6,6.1,0.0,1015.0,1,5.8,0,2.42,176000,0,11,11
2020-01-15,수,136500,0,81500,0,0,0,0,0,55000,0,2.4,2.7,7.0,-0.4,39.6,1.8,13.32,9.3,0.3,0.0,1017.2,1,7.4,0,2.51,136500,0,12,12
2020-01-16,목,207000,0,111000,0,0,0,0,0,96000,0,3.8,2.2,9.5,-0.3,31.1,2.8,10.67,6.1,7.5,0.0,1015.7,1,9.8,0,3.66,207000,0,13,13
2020-01-17,금,85500,0,85500,0,0,0,0,0,0,0,6.4,1.7,11.8,3.2,39.6,5.1,8.72,6.8,7.3,2.6,1011.6,1,8.600000000000001,1,5.63,85500,0,14,14
2020-01-18,토,226000,0,136000,0,0,0,0,0,90000,0,5.3,3.2,9.8,1.4,60.9,5.7,7.32,3.2,8.0,2.6,1009.8,1,8.4,1,4.38,226000,0,15,15
2020-01-19,일,280500,0,192500,0,0,0,0,5000,83000,0,4.9,3.9,9.4,2.1,40.9,3.7,8.89,4.6,3.5,0.0,1009.8,1,7.300000000000001,0,4.02,275500,5000,16,16
2020-01-21,화,164000,0,116000,0,0,0,0,0,48000,0,5.0,2.2,10.3,0.1,47.5,2.7,14.0,9.8,1.6,0.0,1019.9,1,10.2,0,4.46,164000,0,17,17
2020-01-22,수,195000,0,158000,0,0,0,0,0,37000,0,7.7,1.8,9.3,4.8,82.3,6.4,1.52,0.0,9.9,9.6,1015.4,1,4.500000000000001,1,6.4,195000,0,18,18
2020-02-24,월,166500,0,166500,0,0,0,0,0,0,0,10.8,4.3,15.7,5.5,46.9,12.3,16.7,7.8,5.0,0.0,1015.3,2,10.2,0,7.97,166500,0,19,19
2020-02-27,목,84500,0,84500,0,0,0,0,0,0,0,6.8,3.0,10.7,4.7,66.4,8.8,10.89,2.6,7.3,1.5,1019.4,2,5.999999999999999,1,5.41,84500,0,20,20
2020-03-03,화,260000,0,206500,0,53500,0,0,0,0,0,8.7,2.9,12.6,5.6,63.9,9.0,11.58,3.7,7.5,0.0,1015.5,3,7.0,0,6.67,206500,53500,21,21
2020-03-04,수,193000,0,193000,0,0,0,0,0,0,0,7.9,3.6,13.0,1.7,43.1,11.1,18.55,8.3,4.0,0.0,1010.6,3,11.3,0,6.06,193000,0,22,22
2020-03-05,목,173000,0,173000,0,0,0,0,0,0,0,5.1,3.6,11.5,-0.3,42.3,8.9,21.06,10.9,0.0,0.0,1014.5,3,11.8,0,4.19,173000,0,23,23
2020-03-06,금,173000,0,173000,0,0,0,0,0,0,0,8.1,3.0,12.6,3.2,46.4,10.3,20.32,10.8,1.3,0.0,1013.1,3,9.4,0,6.26,173000,0,24,24
2020-03-07,토,55500,0,55500,0,0,0,0,0,0,0,8.2,1.7,11.8,6.1,75.6,8.5,5.09,0.0,8.6,7.0,1009.0,3,5.700000000000001,1,6.78,55500,0,25,25
2020-03-08,일,263000,0,243000,0,20000,0,0,0,0,0,10.4,2.8,16.4,5.5,67.3,12.6,20.59,10.8,0.4,0.0,1009.8,3,10.9,0,7.79,243000,20000,26,26
2020-03-10,화,199500,0,199500,0,0,0,0,0,0,0,9.9,3.51,12.1,7.3,83.6,10.5,16.52,0.0,8.3,13.9,996.1,3,4.8,1,7.38,199500,0,27,27
2020-03-11,수,218000,0,218000,0,0,0,0,0,0,0,7.8,3.3,13.5,3.6,37.0,9.7,22.48,11.3,0.0,0.0,1007.6,3,9.9,0,6.02,218000,0,28,28
2020-03-12,목,181000,0,181000,0,0,0,0,0,0,0,9.5,4.1,14.5,3.6,39.5,11.3,22.29,11.1,1.5,0.0,1013.4,3,10.9,0,7.11,181000,0,29,29
2020-03-13,금,274000,0,274000,0,0,0,0,0,0,0,11.6,3.3,17.0,8.5,48.5,13.9,19.23,8.3,6.8,0.0,1010.0,3,8.5,0,8.5,274000,0,30,30
2020-03-14,토,373000,0,363000,0,0,0,0,10000,0,0,8.2,3.1,12.0,4.7,21.0,12.8,23.39,10.9,2.1,0.0,1005.3,3,7.3,0,6.31,363000,10000,31,31
2020-03-15,일,250500,0,250500,0,0,0,0,0,0,0,7.7,5.3,12.7,2.9,39.6,8.1,18.02,8.7,2.4,0.0,1002.3,3,9.8,0,5.97,250500,0,32,32
2020-03-17,화,459500,0,459500,0,0,0,0,0,0,0,11.1,6.0,15.9,6.0,48.1,14.3,21.48,10.8,2.1,0.0,1007.2,3,9.9,0,8.37,459500,0,33,33
2020-03-18,수,446500,0,446500,0,0,0,0,0,0,0,12.2,3.7,17.3,7.7,50.0,16.1,23.07,11.4,0.0,0.0,1006.3,3,9.6,0,8.87,446500,0,34,34
2020-03-19,목,276500,0,276500,0,0,0,0,0,0,0,12.6,6.7,18.2,7.4,55.1,15.8,21.04,11.3,1.5,0.0,999.4,3,10.8,0,9.52,276500,0,35,35
2020-03-20,금,305000,0,269500,0,35500,0,0,0,0,0,10.4,5.1,14.8,6.4,38.8,14.9,22.83,11.2,0.0,0.0,1005.9,3,8.4,0,7.77,269500,35500,36,36
2020-03-21,토,556500,0,556500,0,0,0,0,0,0,0,13.7,6.6,17.9,9.8,64.3,17.0,20.91,10.3,0.9,0.0,1004.6,3,8.099999999999998,0,10.23,556500,0,37,37
2020-03-22,일,614000,0,614000,0,0,0,0,0,0,0,14.1,4.4,17.5,11.0,67.5,18.8,19.02,8.4,5.0,0.0,1004.1,3,6.5,0,10.14,614000,0,38,38
2020-03-24,화,521500,0,521500,0,0,0,0,0,0,0,11.5,3.0,15.3,8.6,52.3,13.9,16.35,7.1,2.0,0.0,1012.4,3,6.700000000000001,0,8.47,521500,0,39,39
2020-03-25,수,365500,0,365500,0,0,0,0,0,0,0,13.0,1.6,17.9,7.6,57.1,17.7,22.95,11.2,2.4,0.0,1013.2,3,10.3,0,9.9,365500,0,40,40
2020-03-26,목,160500,0,160500,0,0,0,0,0,0,0,14.5,1.6,16.3,12.1,83.1,13.5,3.46,0.0,9.8,24.6,1008.7,3,4.200000000000001,1,10.85,160500,0,41,41
2020-03-27,금,295500,0,295500,0,0,0,0,0,0,0,13.7,2.8,16.8,9.7,97.6,14.7,2.68,0.0,10.0,1.9,1003.0,3,7.100000000000001,1,9.92,295500,0,42,42
2020-03-28,토,304000,0,304000,0,0,0,0,0,0,0,9.4,3.1,13.0,7.7,69.6,11.3,8.01,0.0,9.1,0.4,1010.4,3,5.3,1,7.09,304000,0,43,43
2020-03-29,일,279000,0,279000,0,0,0,0,0,0,0,10.4,3.6,15.1,6.4,58.1,13.3,17.73,5.8,7.0,0.0,1012.7,3,8.7,0,7.7,279000,0,44,44
2020-03-31,화,471500,0,471500,0,0,0,0,0,0,0,12.9,2.8,18.0,8.5,65.1,17.2,24.17,10.9,3.4,2.7,1008.3,3,9.5,1,9.4,471500,0,45,45
2020-04-01,수,437000,0,437000,0,0,0,0,0,0,0,12.5,2.7,17.1,10.8,60.1,14.3,13.11,4.6,6.5,2.7,1004.0,4,6.300000000000001,1,9.16,437000,0,46,46
2020-04-02,목,466500,0,466500,0,0,0,0,0,0,0,11.5,3.5,16.2,7.2,42.8,14.9,23.91,11.1,3.3,0.0,1012.7,4,9.0,0,8.43,466500,0,47,47
2020-04-03,금,466000,0,466000,0,0,0,0,0,0,0,13.8,3.8,19.1,9.6,38.6,18.1,24.44,11.1,1.9,0.0,1010.9,4,9.500000000000002,0,9.91,466000,0,48,48
2020-04-04,토,826500,0,826500,0,0,0,0,0,0,0,12.8,4.0,19.6,8.5,43.3,18.9,25.08,11.5,2.0,0.0,1008.8,4,11.1,0,9.27,826500,0,49,49
2020-04-05,일,540000,0,540000,0,0,0,0,0,0,0,9.7,3.4,14.1,5.6,43.4,18.1,26.14,11.8,0.1,0.0,1012.6,4,8.5,0,7.26,540000,0,50,50
2020-04-07,화,558000,0,558000,0,0,0,0,0,0,0,14.5,3.4,20.6,9.5,39.6,19.4,23.49,10.4,1.4,0.0,1006.1,4,11.1,0,10.37,558000,0,51,51
2020-04-08,수,772000,0,772000,0,0,0,0,0,0,0,13.3,3.6,19.1,9.2,44.9,20.4,25.54,11.2,0.6,0.0,1008.0,4,9.900000000000002,0,9.59,772000,0,52,52
2020-04-09,목,561000,0,551000,0,0,0,0,10000,0,0,11.8,3.2,18.0,8.0,47.8,19.5,24.42,11.4,1.0,0.0,1012.6,4,10.0,0,8.64,551000,10000,53,53
2020-04-10,금,239500,0,239500,0,0,0,0,0,0,0,10.0,2.6,12.2,8.3,54.8,12.2,6.51,0.1,8.5,0.0,1016.7,4,3.899999999999999,0,7.58,239500,0,54,54
2020-04-11,토,631500,0,631500,0,0,0,0,0,0,0,10.5,2.1,14.2,7.9,68.1,13.5,11.23,0.3,9.5,2.9,1010.9,4,6.299999999999999,1,8.06,631500,0,55,55
2020-04-12,일,358500,0,358500,0,0,0,0,0,0,0,9.0,4.0,11.9,7.2,79.4,10.8,7.46,1.3,9.8,12.0,1002.4,4,4.7,1,6.77,358500,0,56,56
2020-04-14,화,726500,0,711500,0,0,0,0,15000,0,0,15.1,3.9,21.1,8.8,32.9,16.9,27.26,11.9,1.3,0.0,1006.9,4,12.3,0,10.76,711500,15000,57,57
2020-04-15,수,861500,0,861500,0,0,0,0,0,0,0,14.5,3.1,18.4,12.0,44.6,16.8,19.43,5.6,6.9,0.0,1005.8,4,6.399999999999999,0,10.39,861500,0,58,58
2020-04-16,목,372000,0,372000,0,0,0,0,0,0,0,12.9,3.5,16.7,10.5,65.5,17.8,22.61,9.2,5.3,0.0,1010.6,4,6.199999999999999,0,9.33,372000,0,59,59
2020-04-17,금,58500,0,58500,0,0,0,0,0,0,0,12.2,2.3,13.1,11.3,88.6,12.6,2.53,0.0,8.8,32.6,1006.0,4,1.799999999999999,1,9.07,58500,0,60,60
2020-04-18,토,940500,0,919500,0,1000,0,0,20000,0,0,13.9,2.6,20.6,10.2,73.4,18.2,24.87,10.0,4.4,0.0,1006.8,4,10.400000000000002,0,10.08,919500,21000,61,61
2020-04-19,일,509000,0,509000,0,0,0,0,0,0,0,11.8,3.2,14.7,10.5,84.5,12.1,6.39,0.0,9.9,33.2,1005.6,4,4.199999999999999,1,8.64,509000,0,62,62
2020-04-21,화,601500,0,601500,0,0,0,0,0,0,0,12.2,5.6,18.8,8.1,31.8,16.2,26.99,10.6,5.5,0.0,1004.9,4,10.7,0,9.04,601500,0,63,63
2020-04-22,수,431000,0,358000,0,53000,0,0,20000,0,0,9.3,5.3,16.0,5.1,33.1,15.9,27.26,11.5,2.0,0.0,1006.7,4,10.9,0,7.06,358000,73000,64,64
2020-04-23,목,503000,0,453000,0,45000,0,0,5000,0,0,10.3,3.6,16.9,4.4,36.9,16.8,27.83,12.1,0.8,0.0,1006.6,4,12.499999999999998,0,7.64,453000,50000,65,65
2020-04-24,금,409000,0,409000,0,0,0,0,0,0,0,11.1,5.1,14.7,6.1,39.1,17.4,28.16,12.2,0.0,0.0,1007.3,4,8.6,0,8.23,409000,0,66,66
2020-04-25,토,791000,0,791000,0,0,0,0,0,0,0,14.8,6.5,18.3,10.1,60.9,19.3,26.44,12.1,0.0,0.0,1004.8,4,8.200000000000001,0,10.94,791000,0,67,67
2020-04-26,일,1045000,0,1040000,0,0,0,0,5000,0,0,14.2,3.2,21.3,10.4,53.0,21.9,27.15,11.8,1.5,0.0,1007.9,4,10.9,0,10.19,1040000,5000,68,68
2020-04-28,화,788500,0,788500,0,0,0,0,0,0,0,14.3,3.8,20.9,9.5,51.0,21.3,27.77,12.2,0.5,0.0,1011.4,4,11.4,0,10.24,788500,0,69,69
2020-04-29,수,897000,0,874000,0,18000,0,0,5000,0,0,16.2,3.4,24.4,11.4,42.5,22.4,27.45,12.2,0.0,0.0,1010.6,4,12.999999999999998,0,11.46,874000,23000,70,70
2020-04-30,목,1306500,0,1301500,0,0,0,0,5000,0,0,16.9,6.1,20.1,13.0,64.9,23.6,27.45,10.6,1.5,0.0,1008.8,4,7.100000000000001,0,12.24,1301500,5000,71,71
2020-05-01,금,1579500,0,1513000,0,26500,0,0,40000,0,0,19.5,5.8,22.7,16.7,77.0,26.1,26.87,11.6,2.4,0.0,1006.4,5,6.0,0,13.88,1513000,66500,72,72
2020-05-02,토,1317500,0,1317500,0,0,0,0,0,0,0,18.7,4.2,21.8,17.0,83.1,22.3,17.2,5.0,8.5,1.1,1004.4,5,4.800000000000001,1,13.1,1317500,0,73,73
2020-05-03,일,424500,0,424500,0,0,0,0,0,0,0,16.8,2.3,17.9,16.2,95.3,17.8,3.05,0.0,10.0,21.3,999.4,5,1.6999999999999993,1,12.0,424500,0,74,74
2020-05-04,월,1500000,0,1435500,0,64500,0,0,0,0,0,19.0,2.7,25.0,15.8,84.8,23.0,24.98,9.7,5.1,0.0,999.4,5,9.2,0,13.31,1435500,64500,75,75
2020-05-05,화,794000,0,794000,0,0,0,0,0,0,0,15.9,2.6,18.5,14.2,79.8,18.8,15.24,1.9,9.0,0.0,1003.8,5,4.300000000000001,0,11.36,794000,0,76,76
2020-05-06,수,615000,0,589000,0,26000,0,0,0,0,0,17.9,3.0,21.8,14.0,65.3,24.2,28.54,12.3,2.3,0.0,1005.1,5,7.800000000000001,0,12.58,589000,26000,77,77
2020-05-07,목,598500,0,578500,0,0,0,0,20000,0,0,16.5,3.6,21.0,12.5,50.4,23.4,29.25,12.2,4.0,0.0,1010.4,5,8.5,0,11.65,578500,20000,78,78
2020-05-08,금,1048000,0,1038000,0,0,0,0,10000,0,0,17.4,3.0,21.1,12.3,65.8,23.0,23.22,7.2,6.3,21.5,1008.1,5,8.8,1,12.26,1038000,10000,79,79
2020-05-09,토,157000,0,157000,0,0,0,0,0,0,0,16.4,3.6,18.6,14.8,91.8,17.0,2.08,0.0,10.0,50.8,1000.2,5,3.8000000000000007,1,11.59,157000,0,80,80
2020-05-10,일,1163500,0,1148500,0,0,0,0,15000,0,0,17.6,5.1,20.6,14.7,76.4,20.2,20.27,6.1,5.8,0.0,997.7,5,5.900000000000002,0,12.5,1148500,15000,81,81
2020-05-11,월,1013000,0,1013000,0,0,0,0,0,0,0,18.8,3.8,25.4,15.3,63.6,23.3,29.38,12.4,1.0,0.0,999.1,5,10.099999999999998,0,13.14,1013000,0,82,82
2020-05-12,화,1100500,0,1094500,0,0,0,0,6000,0,0,18.2,5.9,21.4,15.6,58.3,23.6,27.04,11.0,1.3,0.0,996.9,5,5.799999999999999,0,13.05,1094500,6000,83,83
2020-05-13,수,949500,0,919500,0,14000,0,0,16000,0,0,17.9,3.6,22.8,12.5,46.3,25.1,29.91,12.4,0.1,0.0,1006.8,5,10.3,0,12.55,919500,30000,84,84
2020-05-14,목,1154500,0,1134500,0,0,0,0,20000,0,0,20.1,2.8,25.4,16.4,38.4,24.7,25.69,10.2,5.6,1.1,1008.6,5,9.0,1,14.0,1134500,20000,85,85
2020-05-15,금,157500,0,157500,0,0,0,0,0,0,0,16.3,2.2,18.8,14.3,86.6,17.4,2.93,0.0,10.0,14.8,1003.1,5,4.5,1,11.72,157500,0,86,86
2020-05-16,토,1520000,0,1480000,0,0,0,0,40000,0,0,18.2,1.9,24.4,16.1,91.4,22.3,21.2,4.8,8.4,0.6,998.1,5,8.299999999999997,1,13.03,1480000,40000,87,87
2020-05-17,일,1410500,0,1377000,0,18500,0,0,15000,0,0,18.2,2.5,21.6,15.9,86.0,23.5,21.53,5.3,8.4,0.0,998.2,5,5.700000000000001,0,12.84,1377000,33500,88,88
2020-05-18,월,163500,0,163500,0,0,0,0,0,0,0,17.3,2.0,19.8,16.4,93.6,19.6,5.89,0.1,9.5,4.5,993.3,5,3.400000000000002,1,12.42,163500,0,89,89
2020-05-19,화,673500,0,637500,0,36000,0,0,0,0,0,15.6,4.7,19.0,13.3,70.8,19.1,18.49,6.8,3.9,2.1,991.2,5,5.699999999999999,1,11.14,637500,36000,90,90
2020-05-20,수,1088000,0,1078000,0,0,0,0,10000,0,0,15.2,2.5,19.4,12.2,67.8,22.2,26.99,9.1,4.0,0.0,1002.5,5,7.199999999999999,0,10.93,1078000,10000,91,91
2020-05-21,목,766000,0,766000,0,0,0,0,0,0,0,14.9,2.6,18.1,13.2,72.1,20.1,18.58,3.6,7.9,0.0,1007.9,5,4.900000000000002,0,10.72,766000,0,92,92
2020-05-22,금,665000,0,655000,0,0,0,0,10000,0,0,15.4,3.0,18.7,12.2,74.1,21.1,21.69,8.2,4.9,0.0,1006.5,5,6.5,0,10.98,655000,10000,93,93
2020-05-23,토,1370000,0,1354000,0,0,0,0,16000,0,0,16.8,2.5,20.9,12.8,77.1,24.3,27.93,10.8,2.1,0.0,1004.3,5,8.099999999999998,0,11.95,1354000,16000,94,94
2020-05-24,일,1453500,0,1413500,0,0,0,0,40000,0,0,19.1,3.7,22.5,14.6,74.5,23.3,20.49,5.7,6.9,0.0,1001.9,5,7.9,0,13.32,1413500,40000,95,95
2020-05-25,월,815000,0,796000,0,19000,0,0,0,0,0,19.4,2.8,23.2,16.8,80.8,22.6,16.35,3.1,8.6,0.0,1002.4,5,6.399999999999999,0,13.56,796000,19000,96,96
2020-05-26,화,870500,0,870500,0,0,0,0,0,0,0,19.0,2.7,22.2,16.6,73.1,24.0,14.75,3.6,7.8,0.0,999.8,5,5.599999999999998,0,13.31,870500,0,97,97
2020-05-27,수,1144500,0,1124500,0,0,0,0,20000,0,0,19.4,2.4,26.0,16.4,60.8,27.3,29.12,11.1,4.9,0.0,1000.0,5,9.6,0,13.63,1124500,20000,98,98
2020-05-28,목,1323500,0,1308500,0,15000,0,0,0,0,0,19.2,2.7,25.1,15.2,67.6,28.2,29.4,12.5,1.5,0.0,1000.7,5,9.900000000000002,0,13.44,1308500,15000,99,99
2020-05-29,금,1525000,0,1505000,0,0,0,0,20000,0,0,19.7,2.0,24.5,15.7,61.5,28.5,29.03,12.1,3.0,0.0,1006.6,5,8.8,0,13.94,1505000,20000,100,100
2020-05-30,토,1330000,0,1330000,0,0,0,0,0,0,0,20.2,1.9,23.7,17.3,54.4,25.2,17.47,2.3,8.9,0.8,1009.1,5,6.399999999999999,1,14.29,1330000,0,101,101
2020-05-31,일,1748000,0,1728000,0,0,0,0,20000,0,0,19.6,1.7,23.6,17.3,78.5,25.7,21.12,4.0,9.1,1.0,1004.2,5,6.300000000000001,1,14.01,1728000,20000,102,102
2020-06-01,월,1024500,0,1014500,0,0,0,0,10000,0,0,22.0,3.6,25.5,18.3,66.9,29.7,25.49,10.6,5.0,0.0,1000.4,6,7.199999999999999,0,15.18,1014500,10000,103,103
2020-06-02,화,1407000,0,1407000,0,0,0,0,0,0,0,21.1,3.7,25.1,18.0,50.8,30.0,29.95,11.8,3.1,0.0,999.8,6,7.100000000000001,0,14.61,1407000,0,104,104
2020-06-03,수,1425500,0,1405500,0,0,0,0,20000,0,0,21.3,4.6,25.7,18.6,81.3,28.9,21.46,5.9,7.3,0.0,996.5,6,7.099999999999998,0,14.82,1405500,20000,105,105
2020-06-04,목,1430000,0,1420000,0,0,0,0,10000,0,0,22.9,4.3,26.6,20.3,78.1,32.8,26.55,10.2,5.5,0.0,995.8,6,6.300000000000001,0,15.81,1420000,10000,106,106
2020-06-05,금,1625500,0,1605500,0,0,0,0,20000,0,0,22.0,2.2,27.0,18.4,79.6,30.8,24.7,11.0,5.6,0.0,999.1,6,8.600000000000001,0,15.32,1605500,20000,107,107
2020-06-06,토,1492000,0,1482000,0,0,0,0,10000,0,0,21.0,2.7,26.6,17.7,69.3,28.9,20.75,6.9,7.3,0.0,1001.3,6,8.900000000000002,0,14.59,1482000,10000,108,108
2020-06-07,일,2187000,0,2147000,0,0,0,0,40000,0,0,21.5,2.5,24.6,17.8,49.5,31.4,29.24,12.5,1.3,0.0,1004.2,6,6.800000000000001,0,14.94,2147000,40000,109,109
2020-06-08,월,1437500,0,1437500,0,0,0,0,0,0,0,23.3,1.6,28.0,18.0,40.9,32.3,29.02,12.6,0.0,0.0,1006.8,6,10.0,0,16.39,1437500,0,110,110
2020-06-09,화,1782500,0,1745000,0,15500,0,0,22000,0,0,24.0,1.8,29.4,18.6,49.9,33.3,29.41,12.6,0.0,0.0,1006.6,6,10.799999999999995,0,16.73,1745000,37500,111,111
2020-06-10,수,1601500,0,1601500,0,0,0,0,0,0,0,24.7,2.4,28.9,20.9,68.4,35.3,27.47,10.4,4.3,10.5,1001.6,6,8.0,1,16.98,1601500,0,112,112
2020-06-11,목,851500,0,851500,0,0,0,0,0,0,0,22.6,2.9,25.9,21.3,93.4,26.3,15.73,1.6,7.6,10.5,995.4,6,4.599999999999998,1,15.58,851500,0,113,113
2020-06-12,금,1306500,0,1306500,0,0,0,0,0,0,0,22.6,3.0,25.8,21.1,89.6,27.9,20.18,5.1,8.8,2.3,997.2,6,4.699999999999999,1,15.57,1306500,0,114,114
2020-06-13,토,1602500,0,1577500,0,0,0,0,25000,0,0,22.0,2.3,24.2,21.0,95.5,25.2,9.93,0.3,9.9,91.0,997.4,6,3.1999999999999997,1,15.3,1577500,25000,115,115
2020-06-14,일,635000,0,625000,0,0,0,0,10000,0,0,23.3,5.1,27.0,20.2,89.4,25.4,10.21,2.5,8.4,16.4,995.9,6,6.800000000000001,1,16.19,625000,10000,116,116
2020-06-15,월,1369000,0,1359000,0,0,0,0,10000,0,0,23.8,3.0,29.0,20.3,63.0,27.0,29.16,12.1,4.6,0.0,997.6,6,8.7,0,16.33,1359000,10000,117,117
2020-06-16,화,1569000,0,1564000,0,0,0,0,5000,0,0,23.9,2.7,29.0,21.4,49.4,28.6,29.15,12.6,5.4,0.0,997.8,6,7.600000000000001,0,16.42,1564000,5000,118,118
2020-06-17,수,1228000,0,1209000,0,19000,0,0,0,0,0,22.3,1.9,26.2,19.7,63.4,27.1,18.58,4.0,8.8,0.0,997.8,6,6.5,0,15.62,1209000,19000,119,119
2020-06-18,목,149500,0,149500,0,0,0,0,0,0,0,18.3,2.6,21.2,16.8,93.9,20.7,3.06,0.0,10.0,40.2,994.5,6,4.399999999999999,1,12.89,149500,0,120,120
2020-06-19,금,1226000,0,1226000,0,0,0,0,0,0,0,21.8,3.0,27.1,18.3,75.5,25.3,25.81,8.3,7.4,0.8,997.6,6,8.8,1,15.06,1226000,0,121,121
2020-06-20,토,1503500,0,1478500,0,0,0,0,25000,0,0,21.2,2.5,24.9,19.0,73.4,27.1,25.22,9.0,5.9,0.0,1002.9,6,5.899999999999999,0,14.75,1478500,25000,122,122
2020-06-21,일,2062000,0,2052000,0,0,0,0,10000,0,0,21.2,2.7,25.3,18.0,73.1,29.1,28.78,12.4,2.0,0.0,1000.5,6,7.300000000000001,0,14.71,2052000,10000,123,123
2020-06-22,월,1279500,0,1279500,0,0,0,0,0,0,0,22.8,1.8,27.7,18.0,69.5,30.8,30.73,12.6,0.0,0.0,1001.1,6,9.7,0,15.98,1279500,0,124,124
2020-06-23,화,2156500,0,2036000,0,74500,0,0,46000,0,0,23.8,1.9,29.0,19.9,70.9,32.2,29.34,11.4,3.6,0.0,1001.9,6,9.1,0,16.56,2036000,120500,125,125
2020-06-24,수,927500,0,917500,0,0,0,0,10000,0,0,22.6,2.3,26.2,20.5,80.8,26.3,11.28,1.9,9.4,19.5,998.3,6,5.699999999999999,1,15.68,917500,10000,126,126
2020-06-25,목,340000,0,340000,0,0,0,0,0,0,0,22.0,3.1,24.6,20.9,96.4,24.1,7.02,0.1,9.9,35.3,994.8,6,3.700000000000003,1,15.18,340000,0,127,127
2020-06-26,금,1305000,0,1295000,0,0,0,0,10000,0,0,23.3,3.8,28.2,20.3,76.9,27.4,29.26,11.1,4.0,0.0,998.0,6,7.899999999999999,0,16.02,1295000,10000,128,128
2020-06-27,토,1771000,0,1736000,0,0,0,0,35000,0,0,23.2,2.0,27.9,20.2,75.9,26.3,18.51,5.1,6.5,0.0,996.5,6,7.699999999999999,0,16.15,1736000,35000,129,129
2020-06-28,일,2391000,0,2311500,0,19500,0,0,60000,0,0,24.9,2.1,30.7,21.7,70.1,28.3,24.62,10.0,3.1,0.0,996.1,6,9.0,0,17.18,2311500,79500,130,130
2020-06-29,월,651000,0,636000,0,0,0,0,15000,0,0,21.6,2.7,25.2,18.9,90.9,23.8,8.53,0.0,8.8,99.2,995.6,6,6.300000000000001,1,14.97,636000,15000,131,131
2020-06-30,화,924500,0,913500,0,0,0,0,11000,0,0,22.0,7.9,24.7,19.9,77.4,24.1,21.26,6.6,6.5,5.9,985.0,6,4.800000000000001,1,16.1,913500,11000,132,132
2020-07-01,수,1013000,0,997000,0,0,0,0,16000,0,0,20.8,3.3,24.3,19.1,81.1,24.6,19.26,4.5,7.1,0.0,996.0,7,5.199999999999999,0,14.41,997000,16000,133,133
2020-07-02,목,1174500,0,1164500,0,0,0,0,10000,0,0,21.7,2.0,25.8,19.0,72.5,24.7,18.43,4.7,7.3,0.0,1003.2,7,6.800000000000001,0,15.2,1164500,10000,134,134
2020-07-03,금,333500,0,323500,0,0,0,0,10000,0,0,20.6,2.8,22.1,18.7,81.6,22.5,7.33,0.0,9.4,7.8,1002.2,7,3.400000000000002,1,14.32,323500,10000,135,135
2020-07-04,토,1334000,0,1304000,0,0,0,0,30000,0,0,20.4,2.1,25.4,18.7,79.9,22.3,11.54,1.5,9.1,0.0,998.9,7,6.699999999999999,0,14.34,1304000,30000,136,136
