tm,weekday,total,hot_milmyeon,milmyeon_with_mandu,milmyeon_only,delivery,side_menu,drinks_alcohol,product_sales,kalguksu,takeaway,avgTa,avgWs,maxTa,minTa,avgRhm,avgTs,sumGsr,sumSsHr,avgTca,sumRn,avgPa,month,diurnal_range,rain_bool,feel_temp,MainMenu,SubMenu,NumOfRows,Order
2022-12-03,토,516000,179000,189000,108000,0,38000,2000,0,0,0,7.0,2.2,9.9,2.7,51.1,9.7,6.02,1.9,7.1,0.0,1015.7,12,7.2,0,5.76,516000,0,865,865
2022-12-04,일,461000,185000,111000,139000,0,26000,0,0,0,0,6.5,3.6,9.7,3.5,32.1,9.6,10.46,6.3,7.9,0.0,1016.8,12,6.199999999999999,0,5.13,461000,0,866,866
2022-12-06,화,408500,237000,51000,53000,0,56000,11500,0,0,0,4.1,3.7,9.3,-0.4,40.0,6.5,12.32,9.2,0.1,0.0,1013.9,12,9.7,0,3.49,408500,0,867,867
2022-12-07,수,400000,131000,63000,172000,0,34000,0,0,0,0,7.2,3.8,11.3,4.1,44.6,8.5,11.47,8.0,2.8,0.0,1014.1,12,7.200000000000001,0,5.58,400000,0,868,868
2022-12-08,목,345000,160000,51000,87000,0,38000,0,0,0,9000,7.8,2.3,13.3,4.2,40.5,8.8,11.6,9.1,3.9,0.0,1015.5,12,9.1,0,6.24,336000,9000,869,869
2022-12-09,금,406000,49000,151000,157000,0,49000,0,0,0,0,9.5,1.6,16.4,6.3,42.5,10.3,8.27,3.8,5.5,0.0,1012.5,12,10.099999999999998,0,7.68,406000,0,870,870
2022-12-10,토,684000,83000,189000,344000,0,32000,4000,0,0,32000,9.3,2.5,15.3,5.1,47.3,10.6,7.72,4.2,5.9,0.0,1008.8,12,10.2,0,7.15,652000,32000,871,871
2022-12-11,일,716000,190000,129000,314000,0,73000,2000,0,0,8000,7.6,4.0,12.3,5.2,40.8,9.4,11.94,8.8,2.4,0.0,1010.7,12,7.1000000000000005,0,5.84,708000,8000,872,872
2022-12-13,화,513500,208000,92000,166000,0,37000,10500,0,0,0,6.4,5.1,10.2,4.3,47.3,8.6,10.09,6.4,2.1,0.0,1008.1,12,5.9,0,5.06,513500,0,873,873
2022-12-14,수,177000,59000,18000,96000,0,4000,0,0,0,0,-0.4,3.7,4.3,-3.6,41.8,5.0,12.53,9.2,0.6,0.0,1015.2,12,7.9,0,5.09,177000,0,874,874
2022-12-15,목,149000,57000,47000,37000,0,6000,2000,0,0,0,1.6,3.5,6.1,-4.4,48.9,5.1,12.28,9.1,1.5,0.0,1015.6,12,10.5,0,1.72,149000,0,875,875
2022-12-16,금,239500,58000,67000,75000,0,16000,4500,0,0,19000,3.6,3.7,7.8,1.2,32.1,6.9,11.33,7.8,6.6,0.0,1016.6,12,6.6,0,3.14,220500,19000,876,876
2022-12-17,토,444500,116000,90000,176000,1000,53000,8500,0,0,0,0.4,3.5,5.1,-4.0,33.8,5.9,9.06,3.5,5.1,0.0,1013.1,12,9.1,0,0.67,443500,1000,877,877
2022-12-18,일,295000,132000,68000,66000,0,24000,5000,0,0,0,-3.5,3.1,1.5,-6.5,35.9,2.6,12.17,8.6,0.0,0.0,1012.1,12,8.0,0,5.09,295000,0,878,878
2022-12-20,화,132000,60000,27000,31000,0,12000,2000,0,0,0,3.0,2.0,7.6,-0.8,42.0,4.5,12.35,9.1,1.9,3.7,1015.9,12,8.4,1,3.23,132000,0,879,879
2022-12-21,수,121000,26000,31000,52000,0,12000,0,0,0,0,4.5,2.1,8.7,2.1,81.3,7.6,3.01,1.2,6.5,19.4,1002.4,12,6.6,1,4.17,121000,0,880,880
2022-12-22,목,317000,132000,99000,56000,0,24000,6000,0,0,0,0.0,4.5,3.5,-4.2,49.1,4.4,10.67,7.7,2.4,0.0,997.8,12,7.7,0,-1.34,317000,0,881,881
2022-12-23,금,226500,92000,20000,76000,0,34000,4500,0,0,0,-3.7,7.3,0.3,-5.9,43.9,1.0,11.86,8.8,0.6,0.0,999.6,12,6.2,0,5.09,226500,0,882,882
2022-12-24,토,537500,173000,59000,229000,0,58000,18500,0,0,0,-2.0,4.4,3.0,-6.5,49.5,1.1,12.53,9.1,0.0,0.0,1006.5,12,9.5,0,5.09,537500,0,883,883
2022-12-25,일,413000,113000,123000,137000,0,32000,0,8000,0,0,1.7,4.4,7.3,-1.7,39.3,3.2,12.86,9.2,0.0,0.0,1010.3,12,9.0,0,1.66,405000,8000,884,884
2022-12-27,화,556000,176000,121000,209000,0,46000,4000,0,0,0,3.8,3.4,9.9,-0.2,31.8,4.6,12.65,9.1,0.0,0.0,1016.5,12,10.1,0,3.32,556000,0,885,885
2022-12-28,수,430000,107000,138000,142000,0,43000,0,0,0,0,2.9,2.9,8.7,0.1,47.1,4.9,9.95,7.7,2.5,0.0,1018.2,12,8.6,0,2.8,430000,0,886,886
2022-12-29,목,359000,212000,76000,53000,0,18000,0,0,0,0,1.8,2.7,7.0,-2.0,46.1,4.0,12.36,9.2,1.8,0.0,1021.2,12,9.0,0,2.09,359000,0,887,887
2022-12-30,금,475000,136000,178000,96000,0,24000,4000,16000,0,21000,2.4,2.4,7.4,-1.6,52.5,4.2,11.59,9.1,1.0,0.0,1021.0,12,9.0,0,2.63,438000,37000,888,888
2022-12-31,토,718500,260000,101000,243000,0,54000,20500,40000,0,0,2.6,3.0,7.7,-1.0,50.3,4.0,12.45,9.2,0.5,0.0,1019.4,12,8.7,0,2.57,678500,40000,889,889
2023-01-01,일,561000,161000,166000,176000,0,50000,0,8000,0,0,4.0,2.3,9.3,0.4,44.0,4.9,11.06,8.7,1.3,0.0,1019.0,1,8.9,0,3.75,553000,8000,890,890
2023-01-03,화,373000,57000,151000,161000,0,4000,0,0,0,0,1.5,3.1,6.8,-1.7,28.0,3.0,13.48,9.0,0.9,0.0,1017.4,1,8.5,0,1.74,373000,0,891,891
2023-01-04,수,430500,153000,119000,126000,0,28000,4500,0,0,0,2.6,2.7,8.5,-2.0,40.0,4.4,12.4,9.2,0.0,0.0,1019.3,1,10.5,0,2.65,430500,0,892,892
2023-01-05,목,330000,125000,63000,112000,0,28000,2000,0,0,0,4.6,2.1,9.4,1.1,47.1,5.6,9.76,7.5,2.5,0.0,1019.7,1,8.3,0,4.24,330000,0,893,893
2023-01-06,금,207000,60000,116000,15000,0,16000,0,0,0,0,5.3,3.3,11.3,1.3,51.3,6.3,12.11,8.9,2.9,1.0,1012.5,1,10.0,1,4.36,207000,0,894,894
2023-01-07,토,498000,86000,94000,268000,0,36000,2000,0,0,12000,5.7,3.7,9.9,3.6,52.9,7.0,9.88,6.9,0.9,1.0,1008.4,1,6.300000000000001,1,4.58,486000,12000,895,895
2023-01-08,일,614000,110000,206000,205000,0,80000,13000,0,0,0,6.2,2.9,11.9,1.4,42.4,6.0,12.87,9.2,0.0,0.0,1014.6,1,10.5,0,5.03,614000,0,896,896
2023-01-10,화,524000,175000,238000,79000,0,32000,0,0,0,0,7.8,2.2,13.3,3.9,58.1,8.6,12.51,8.6,2.0,0.0,1018.0,1,9.4,0,6.28,524000,0,897,897
2023-01-11,수,728500,141000,361000,188000,0,18000,20500,0,0,0,8.9,2.7,13.6,4.8,60.8,8.7,12.42,9.3,0.8,0.0,1015.6,1,8.8,0,6.84,728500,0,898,898
2023-01-12,목,572000,161000,170000,195000,0,18000,9000,0,0,19000,11.8,1.6,17.2,6.3,71.1,11.3,11.24,7.1,3.0,0.8,1013.5,1,10.9,1,9.14,553000,19000,899,899
2023-01-13,금,154000,34000,46000,62000,0,12000,0,0,0,0,14.6,3.0,16.3,13.7,98.8,16.5,1.89,0.0,9.0,77.1,1002.8,1,2.6000000000000014,1,10.47,154000,0,900,900
2023-01-14,토,346000,130000,78000,87000,0,10000,9000,18000,0,14000,10.3,3.2,14.2,8.0,89.8,13.8,1.53,0.0,8.9,0.3,1003.1,1,6.199999999999999,1,7.67,314000,32000,901,901
2023-01-15,일,736000,117000,256000,301000,0,62000,0,0,0,0,6.0,2.6,8.1,1.5,86.8,10.5,1.11,0.0,8.9,0.0,1005.2,1,6.6,0,4.97,736000,0,902,902
2023-01-17,화,390000,177000,94000,79000,0,24000,0,16000,0,0,1.5,3.8,6.4,-2.1,39.5,4.8,12.45,8.3,1.4,0.0,1013.9,1,8.5,0,1.58,374000,16000,903,903
2023-01-18,수,231000,68000,78000,75000,0,10000,0,0,0,0,2.5,2.8,6.9,-0.1,54.0,5.3,12.18,8.1,0.6,0.0,1015.2,1,7.0,0,2.55,231000,0,904,904
2023-01-19,목,371000,140000,51000,110000,0,24000,0,30000,0,16000,2.9,2.9,8.0,-0.8,54.5,5.6,13.83,9.5,1.0,0.0,1014.3,1,8.8,0,2.8,325000,46000,905,905
2023-01-20,금,453000,132000,174000,107000,0,40000,0,0,0,0,3.3,4.6,8.4,-1.9,39.0,5.7,13.46,9.0,0.8,0.0,1014.8,1,10.3,0,2.86,453000,0,906,906
2023-02-01,수,451500,132000,157000,106000,0,40000,4500,12000,0,0,8.6,4.6,14.7,2.8,48.0,11.0,12.5,7.1,7.5,0.0,1006.7,2,11.9,0,6.52,439500,12000,907,907
2023-02-02,목,371000,138000,118000,91000,0,22000,2000,0,0,0,4.4,2.4,9.7,0.0,43.0,8.3,12.84,8.0,6.3,0.0,1014.2,2,9.7,0,3.98,371000,0,908,908
2023-02-03,금,440000,179000,78000,175000,0,8000,0,0,0,0,5.6,1.9,10.8,2.4,50.8,8.5,8.95,3.5,5.8,0.0,1011.0,2,8.4,0,4.99,440000,0,909,909
2023-02-04,토,890000,174000,271000,307000,0,50000,4000,0,0,84000,3.4,3.6,8.1,0.0,31.9,7.9,15.57,10.0,0.9,0.0,1013.5,2,8.1,0,3.01,806000,84000,910,910
2023-02-05,일,819000,274000,259000,198000,0,68000,9000,0,0,11000,5.2,2.7,10.9,0.6,36.6,9.0,16.39,10.1,0.5,0.0,1014.4,2,10.3,0,4.42,808000,11000,911,911
2023-02-07,화,633500,133000,208000,252000,0,34000,6500,0,0,0,9.2,2.7,15.7,6.1,65.1,12.5,12.78,6.4,3.1,0.0,1009.8,2,9.6,0,7.04,633500,0,912,912
2023-02-08,수,452000,140000,125000,163000,0,24000,0,0,0,0,8.5,2.0,13.6,4.8,47.5,11.5,16.17,9.9,3.8,0.0,1014.6,2,8.8,0,6.82,452000,0,913,913
2023-02-09,목,466000,102000,116000,187000,0,58000,3000,0,0,0,7.3,3.2,12.3,4.2,58.3,9.8,8.49,3.2,7.6,4.5,1016.8,2,8.100000000000001,1,5.71,466000,0,914,914
2023-02-10,금,611500,74000,219000,259000,0,44000,15500,0,0,0,6.3,3.2,11.4,3.8,81.0,11.2,12.97,5.2,5.1,16.8,1008.8,2,7.6,1,5.04,611500,0,915,915
2023-02-11,토,872500,221000,237000,315000,0,76000,8500,0,0,15000,7.5,1.2,12.1,3.2,68.0,9.5,8.89,2.6,5.3,0.0,1013.1,2,8.899999999999999,0,6.73,857500,15000,916,916
2023-02-12,일,1053500,202000,323000,430000,0,72000,4500,0,0,22000,8.7,2.6,13.6,5.5,64.6,9.8,8.7,2.9,7.0,0.8,1010.7,2,8.1,1,6.74,1031500,22000,917,917
2023-02-14,화,557000,91000,162000,246000,0,26000,0,0,0,32000,5.8,2.5,11.3,3.2,68.8,9.3,11.57,5.3,5.3,0.0,1011.4,2,8.100000000000001,0,4.87,525000,32000,918,918
2023-02-15,수,448500,181000,39000,144000,0,80000,4500,0,0,0,3.7,3.4,8.2,1.7,74.1,8.6,10.23,2.2,5.9,0.0,1019.2,2,6.499999999999999,0,3.25,448500,0,919,919
2023-02-16,목,448000,150000,67000,131000,0,82000,18000,0,0,0,6.2,2.8,9.7,2.5,69.9,10.1,9.22,1.6,6.3,0.0,1020.6,2,7.199999999999999,0,5.05,448000,0,920,920
2023-02-17,금,379000,109000,144000,102000,0,24000,0,0,0,0,7.4,2.1,10.2,4.4,62.3,10.2,6.65,0.7,7.9,1.2,1017.4,2,5.799999999999999,1,6.06,379000,0,921,921
2023-02-18,토,736000,125000,312000,243000,0,34000,15000,0,0,7000,9.3,2.4,12.3,5.7,94.5,12.5,3.8,0.0,10.0,6.0,1010.0,2,6.6000000000000005,1,7.18,729000,7000,922,922
2023-02-19,일,1579500,348000,465000,615000,0,118000,6500,8000,0,19000,9.6,4.1,14.8,4.5,58.4,14.2,16.14,8.6,4.3,0.0,1006.5,2,10.3,0,7.17,1552500,27000,923,923
2023-02-21,화,622000,131000,268000,199000,0,22000,2000,0,0,0,2.6,3.3,9.1,-2.7,45.3,8.7,18.31,9.1,1.0,0.0,1022.8,2,11.8,0,2.5,622000,0,924,924
2023-02-22,수,531000,150000,160000,174000,0,26000,0,0,0,21000,6.5,3.0,11.3,1.3,55.8,11.8,17.7,8.7,5.1,0.0,1019.8,2,10.0,0,5.21,510000,21000,925,925
2023-02-23,목,752500,65000,191000,408000,0,48000,4500,0,0,36000,8.9,3.2,14.3,5.6,62.4,15.6,17.75,8.5,5.4,0.0,1012.3,2,8.700000000000001,0,6.76,716500,36000,926,926
2023-02-24,금,769000,290000,218000,217000,0,44000,0,0,0,0,9.3,3.0,14.6,5.5,41.9,15.1,17.53,9.6,3.9,0.0,1012.0,2,9.1,0,7.04,769000,0,927,927
2023-02-25,토,1436000,407000,412000,488000,0,86000,19000,8000,0,16000,4.9,3.3,10.6,0.6,50.1,9.8,17.82,8.0,1.8,0.0,1019.1,2,10.0,0,4.09,1412000,24000,928,928
2023-02-26,일,1359500,421000,338000,479000,0,100000,4500,0,0,17000,5.7,2.3,11.6,-0.1,40.9,12.6,19.62,10.6,0.0,0.0,1025.4,2,11.7,0,4.88,1342500,17000,929,929
2023-02-28,화,1055000,142000,504000,361000,0,38000,2000,8000,0,0,10.0,6.1,14.9,5.7,59.8,15.5,20.37,10.6,1.4,0.0,1017.3,2,9.2,0,7.65,1047000,8000,930,930
2023-03-01,수,533500,125000,211000,171000,0,14000,4500,0,0,8000,9.9,4.0,12.2,5.6,64.8,12.4,5.19,0.1,7.0,0.6,1010.5,3,6.6,1,7.37,525500,8000,931,931
2023-03-02,목,548000,162000,93000,225000,0,44000,0,24000,0,0,5.3,3.2,10.4,2.3,30.9,12.1,21.15,10.6,0.0,0.0,1015.8,3,8.100000000000001,0,4.38,524000,24000,932,932
2023-03-03,금,650000,179000,219000,230000,0,22000,0,0,0,0,7.4,4.0,14.0,1.1,30.4,13.8,20.55,10.6,1.4,0.0,1016.8,3,12.9,0,5.71,650000,0,933,933
2023-03-04,토,1004000,195000,326000,373000,0,90000,20000,0,0,0,10.7,2.4,17.0,6.1,47.4,14.7,15.69,7.1,4.4,0.0,1017.9,3,10.9,0,8.08,1004000,0,934,934
2023-03-05,일,1584500,248000,572000,548000,0,150000,9500,0,0,57000,10.6,2.6,15.7,7.2,62.3,16.1,19.52,9.8,0.8,0.0,1017.7,3,8.5,0,7.96,1527500,57000,935,935
2023-03-07,화,781500,102000,263000,339000,0,64000,13500,0,0,0,13.1,4.9,18.2,9.3,59.1,17.8,17.7,9.7,0.5,0.0,1012.4,3,8.899999999999999,0,9.53,781500,0,936,936
2023-03-08,수,572000,136000,76000,303000,0,48000,9000,0,0,0,14.6,5.2,18.1,11.4,58.0,18.4,17.86,10.2,1.5,0.0,1011.4,3,6.700000000000001,0,10.56,572000,0,937,937
2023-03-09,목,627000,101000,128000,304000,0,76000,18000,0,0,0,15.3,6.0,18.3,13.1,85.8,20.4,16.37,7.1,4.3,0.0,1006.8,3,5.200000000000001,0,11.16,627000,0,938,938
2023-03-10,금,778000,134000,284000,310000,0,48000,2000,0,0,0,14.4,2.2,20.3,10.7,78.0,19.7,20.01,10.1,0.0,0.0,1011.3,3,9.6,0,10.51,778000,0,939,939
2023-03-11,토,1667500,253000,607000,685000,0,86000,14500,0,0,22000,14.3,3.3,20.6,11.3,85.1,20.2,17.56,8.9,4.9,0.0,1013.4,3,9.3,0,10.25,1645500,22000,940,940
2023-03-12,일,1158500,241000,338000,439000,0,100000,8500,0,0,32000,11.4,4.3,18.5,2.9,79.8,15.9,8.09,0.8,7.3,8.3,1009.1,3,15.6,1,8.36,1126500,32000,941,941
2023-03-14,화,740500,157000,228000,282000,0,46000,4500,0,0,23000,10.1,4.2,14.2,6.8,56.4,15.1,22.56,10.1,2.9,0.0,1011.4,3,7.399999999999999,0,7.5,717500,23000,942,942
2023-03-15,수,525000,127000,157000,204000,0,28000,9000,0,0,0,14.3,6.0,17.7,10.1,77.4,17.1,10.74,2.6,6.1,0.0,1011.8,3,7.6,0,10.5,525000,0,943,943
2023-03-16,목,500500,78000,206000,181000,0,24000,4500,0,0,7000,12.2,3.5,16.3,9.1,62.1,18.0,18.49,7.1,4.4,0.0,1015.4,3,7.200000000000001,0,8.88,493500,7000,944,944
2023-03-17,금,505500,103000,144000,212000,0,38000,8500,0,0,0,10.2,3.1,14.8,8.4,63.5,14.2,11.45,2.2,9.1,0.0,1013.2,3,6.4,0,7.62,505500,0,945,945
2023-03-18,토,1374000,158000,401000,675000,0,122000,4000,0,0,14000,11.2,2.3,16.4,8.7,63.1,18.4,16.35,5.2,6.0,0.0,1008.3,3,7.699999999999999,0,8.43,1360000,14000,946,946
2023-03-19,일,2293500,286000,779000,1024000,0,166000,7500,24000,0,7000,12.0,2.9,17.6,7.3,51.0,17.7,22.73,11.0,1.5,0.0,1009.7,3,10.3,0,8.81,2262500,31000,947,947
2023-03-21,화,818000,58000,334000,330000,0,54000,2000,0,0,40000,15.3,2.2,19.5,12.0,61.3,20.1,12.21,3.1,9.0,0.0,1003.2,3,7.5,0,11.08,778000,40000,948,948
2023-03-22,수,664000,87000,329000,226000,0,22000,0,0,0,0,16.2,2.5,19.3,14.0,85.4,20.3,9.17,0.0,8.6,7.9,1001.6,3,5.300000000000001,1,11.57,664000,0,949,949
2023-03-23,목,235000,8000,82000,135000,0,10000,0,0,0,0,15.4,2.3,16.7,14.2,94.9,18.6,3.63,0.0,9.6,56.0,996.6,3,2.5,1,11.11,235000,0,950,950
2023-03-24,금,505000,65000,248000,166000,0,24000,2000,0,0,0,12.2,3.3,16.6,8.5,81.9,16.5,9.46,0.5,9.9,3.2,1006.1,3,8.100000000000001,1,8.89,505000,0,951,951
2023-03-25,토,1019000,59000,417000,461000,0,66000,8000,8000,0,0,11.1,3.2,15.5,8.8,69.9,15.5,13.25,3.3,8.6,0.2,1009.5,3,6.699999999999999,1,8.19,1011000,8000,952,952
2023-03-26,일,1548500,144000,480000,750000,0,166000,8500,0,0,0,12.0,2.2,16.1,9.2,74.8,17.5,17.04,4.8,6.9,0.0,1006.7,3,6.900000000000002,0,8.98,1548500,0,953,953
2023-03-28,화,1164000,0,397000,694000,0,50000,15000,0,0,8000,12.5,2.9,16.8,6.9,53.0,17.8,24.19,11.1,0.0,0.0,1014.1,3,9.9,0,9.13,1156000,8000,954,954
2023-03-29,수,1042000,0,323000,621000,1000,86000,11000,0,0,0,13.7,2.2,18.6,9.4,57.6,19.1,20.76,9.9,1.5,0.0,1012.8,3,9.2,0,10.06,1041000,1000,955,955
2023-03-30,목,1051000,0,338000,640000,0,60000,13000,0,0,0,15.5,2.1,21.2,10.9,48.3,19.2,18.58,8.1,5.4,0.0,1009.8,3,10.3,0,11.24,1051000,0,956,956
2023-03-31,금,1151000,0,329000,731000,0,70000,21000,0,0,0,17.9,2.7,23.6,13.8,39.4,23.6,24.48,11.0,2.9,0.0,1008.3,3,9.8,0,12.61,1151000,0,957,957
2023-04-01,토,1714000,0,476000,1058000,0,158000,10000,0,0,12000,15.7,2.6,21.5,11.1,56.5,20.9,22.86,10.9,2.5,0.0,1007.4,4,10.4,0,11.23,1702000,12000,958,958
2023-04-02,일,1894000,0,781000,908000,0,164000,18000,16000,0,7000,15.1,4.0,21.2,11.1,57.9,21.9,25.18,11.5,0.0,0.0,1009.6,4,10.1,0,10.76,1871000,23000,959,959
2023-04-03,월,723000,0,228000,404000,0,80000,11000,0,0,0,14.3,3.9,20.4,11.1,63.5,21.7,25.61,11.3,1.9,0.0,1013.8,4,9.3,0,10.24,723000,0,960,960
2023-04-04,화,903000,0,281000,527000,0,54000,8000,16000,0,17000,15.3,2.5,20.1,10.5,73.6,22.5,18.04,5.1,8.6,0.3,1011.9,4,9.6,1,11.0,870000,33000,961,961
2023-04-05,수,460000,0,129000,259000,0,72000,0,0,0,0,14.9,5.1,15.9,14.0,94.1,17.6,0.95,0.0,9.8,44.8,1003.7,4,1.9000000000000004,1,10.74,460000,0,962,962
2023-04-06,목,730500,0,334000,358000,0,34000,4500,0,0,0,12.8,5.9,16.5,10.5,78.9,19.9,21.24,6.5,7.4,2.2,1001.1,4,6.0,1,9.49,730500,0,963,963
2023-04-07,금,878500,0,418000,404000,0,44000,4500,8000,0,0,13.3,3.4,19.2,9.0,55.3,19.2,23.25,9.6,3.5,4.4,1002.8,4,10.2,1,9.6,870500,8000,964,964
2023-04-08,토,1636500,0,529000,933000,0,130000,8500,16000,0,20000,11.2,3.8,17.4,4.9,29.8,17.4,26.94,11.6,0.8,0.0,1009.0,4,12.499999999999998,0,8.22,1600500,36000,965,965
2023-04-09,일,2123500,0,602000,1269000,0,202000,34500,8000,0,8000,12.7,4.1,18.4,7.1,38.4,18.6,27.73,11.7,0.0,0.0,1009.8,4,11.3,0,9.2,2107500,16000,966,966
2023-04-10,월,870000,0,411000,413000,0,42000,4000,0,0,0,14.2,6.5,17.9,10.6,60.4,20.7,25.71,11.1,0.4,0.0,1008.1,4,7.299999999999999,0,10.55,870000,0,967,967
2023-04-11,화,875000,0,380000,410000,0,50000,2000,0,0,33000,16.7,7.8,19.8,13.7,80.5,21.3,20.0,5.9,6.6,0.2,1004.0,4,6.100000000000001,1,12.56,842000,33000,968,968
2023-04-12,수,873000,0,334000,469000,0,42000,4000,0,0,24000,15.1,3.6,19.8,11.5,38.3,22.1,27.0,11.2,1.3,0.0,1006.4,4,8.3,0,10.75,849000,24000,969,969
2023-04-13,목,876500,0,352000,420000,0,68000,4500,0,0,32000,15.4,3.7,20.1,10.5,39.3,22.2,25.14,10.8,3.5,0.0,1008.4,4,9.6,0,10.95,844500,32000,970,970
2023-04-14,금,485000,0,213000,246000,0,26000,0,0,0,0,14.7,3.1,18.0,12.5,81.9,18.3,6.12,0.2,8.9,9.0,1004.9,4,5.5,1,10.52,485000,0,971,971
2023-04-15,토,606000,0,221000,331000,0,52000,2000,0,0,0,13.1,2.2,17.4,10.5,91.3,17.4,6.22,0.4,7.5,6.0,994.9,4,6.899999999999999,1,9.68,606000,0,972,972
2023-04-16,일,1444500,0,464000,796000,0,128000,8500,8000,0,40000,12.5,2.2,18.7,9.5,77.8,16.8,16.52,4.1,6.1,5.4,996.1,4,9.2,1,9.3,1396500,48000,973,973
2023-04-17,월,1102000,0,461000,546000,0,70000,9000,16000,0,0,14.0,3.5,18.3,9.1,67.6,18.6,25.92,11.0,1.0,0.0,1007.2,4,9.2,0,10.04,1086000,16000,974,974
2023-04-18,화,545000,0,286000,245000,0,14000,0,0,0,0,16.8,5.1,19.6,13.3,88.4,19.1,6.04,0.1,9.6,0.1,1003.5,4,6.300000000000001,1,11.98,545000,0,975,975
2023-04-19,수,464000,0,157000,235000,0,64000,8000,0,0,0,17.0,2.0,19.2,15.1,90.3,20.6,5.29,0.0,9.3,0.3,1001.7,4,4.1,1,12.23,464000,0,976,976
2023-04-20,목,1649500,0,687000,817000,18000,108000,4500,0,0,15000,20.0,3.2,25.1,15.4,73.1,23.8,25.5,11.2,0.5,0.0,999.8,4,9.7,0,13.9,1616500,33000,977,977
2023-04-21,금,1102500,0,636000,378000,0,52000,8500,6000,0,22000,17.3,3.7,21.6,12.9,54.8,21.5,23.64,10.1,4.6,0.0,1002.6,4,8.700000000000001,0,12.17,1074500,28000,978,978
2023-04-22,토,1306000,0,436000,756000,0,106000,8000,0,0,0,14.0,4.3,18.1,11.5,52.0,20.1,25.84,10.8,2.6,0.0,1010.5,4,6.600000000000001,0,10.06,1306000,0,979,979
2023-04-23,일,1597000,0,733000,744000,0,86000,10000,24000,0,0,13.4,3.5,18.1,10.5,58.1,18.2,17.82,5.0,6.9,0.0,1014.1,4,7.600000000000001,0,9.66,1573000,24000,980,980
2023-04-24,월,324000,0,125000,157000,0,0,0,42000,0,0,13.2,3.0,15.6,12.0,62.8,17.5,8.1,0.0,9.1,1.2,1014.6,4,3.6,1,9.57,282000,42000,981,981
2023-04-25,화,219500,0,134000,54000,0,6000,4500,0,0,21000,10.4,2.3,12.3,8.9,89.1,15.5,4.67,0.0,9.6,15.8,1005.5,4,3.4000000000000004,1,7.92,198500,21000,982,982
2023-04-26,수,1246500,0,501000,633000,0,84000,12500,0,0,16000,13.3,3.3,19.5,8.1,66.3,18.7,28.25,12.0,0.1,0.0,1003.2,4,11.4,0,9.6,1230500,16000,983,983
2023-04-27,목,1166000,0,521000,557000,0,70000,2000,0,0,16000,15.2,2.9,20.6,10.9,66.1,20.1,27.52,11.6,2.5,0.0,1011.4,4,9.7,0,10.86,1150000,16000,984,984
2023-04-28,금,1336000,0,699000,513000,0,86000,10000,0,0,28000,16.7,4.9,20.9,12.4,78.6,23.3,28.11,10.6,4.0,0.0,1008.5,4,8.499999999999998,0,11.89,1308000,28000,985,985
2023-04-29,토,666000,0,381000,227000,0,40000,2000,0,0,16000,15.8,4.9,18.5,12.4,95.3,19.3,3.51,0.0,9.1,13.1,998.4,4,6.1,1,11.3,650000,16000,986,986
2023-04-30,일,2302500,0,992000,1065000,0,226000,4500,0,0,15000,15.1,4.3,18.8,10.1,57.8,21.5,28.89,12.1,0.6,0.0,1001.2,4,8.700000000000001,0,10.78,2287500,15000,987,987
2023-05-01,월,2125500,0,1057000,887000,0,146000,19500,0,0,16000,16.0,3.7,22.6,13.3,55.5,22.0,28.79,12.1,0.3,0.0,1007.5,5,9.3,0,11.33,2109500,16000,988,988
2023-05-02,화,1512000,0,704000,706000,0,52000,10000,8000,0,32000,16.3,1.5,21.4,12.5,61.5,22.1,27.22,10.7,6.0,0.0,1014.4,5,8.899999999999999,0,12.05,1472000,40000,989,989
2023-05-03,수,788000,0,386000,372000,0,22000,2000,0,0,6000,17.4,3.3,20.9,14.0,65.9,22.0,17.36,3.4,8.9,0.0,1013.3,5,6.899999999999999,0,12.24,782000,6000,990,990
2023-05-04,목,1111000,0,366000,613000,0,74000,0,24000,0,34000,17.8,3.7,21.4,16.1,83.0,23.3,12.06,0.8,9.9,1.5,1007.7,5,5.299999999999997,1,12.49,1053000,58000,991,991
2023-05-05,금,733000,0,313000,330000,0,74000,16000,0,0,0,17.5,6.4,18.6,16.2,94.5,19.9,1.57,0.0,10.0,51.3,998.3,5,2.400000000000002,1,12.71,733000,0,992,992
2023-05-06,토,603500,0,88000,437000,0,66000,12500,0,0,0,14.4,4.2,18.6,12.1,94.9,18.6,2.54,0.0,9.6,98.9,997.4,5,6.500000000000002,1,10.32,603500,0,993,993
2023-05-07,일,477000,0,166000,273000,0,38000,0,0,0,0,11.5,4.1,13.4,9.9,82.9,15.6,3.9,0.0,7.4,9.2,1000.9,5,3.5,1,8.42,477000,0,994,994
2023-05-08,월,821000,0,406000,383000,0,22000,2000,8000,0,0,14.4,2.4,19.2,9.1,52.5,19.4,28.06,12.1,5.5,0.0,1006.8,5,10.1,0,10.45,813000,8000,995,995
2023-05-09,화,1491000,0,757000,670000,0,64000,0,0,0,0,16.6,2.3,23.6,10.6,54.4,22.0,28.43,11.7,1.5,0.0,1006.7,5,13.000000000000002,0,11.88,1491000,0,996,996
2023-05-10,수,1503000,0,705000,706000,0,62000,4000,0,0,26000,18.3,2.1,23.7,14.9,56.3,24.8,26.92,11.3,4.1,0.0,1007.0,5,8.799999999999999,0,13.02,1477000,26000,997,997
